"","theta","y","dist1","dist2","min_dist1","min_dist2","highlight"
"358",0.44,2.66649601349469,5.84,1.13,FALSE,FALSE,FALSE
"359",0.45,2.67663513623862,5.83,1.12,FALSE,FALSE,FALSE
"360",0.46,2.68650659769945,5.82,1.11,FALSE,FALSE,FALSE
"361",0.47,2.69610941073926,5.81,1.1,FALSE,FALSE,FALSE
"362",0.48,2.70544261508474,5.8,1.09,FALSE,FALSE,FALSE
"363",0.49,2.71450527742325,5.79,1.08,FALSE,FALSE,FALSE
"364",0.5,2.72329649149609,5.78,1.07,FALSE,FALSE,FALSE
"365",0.51,2.73181537818919,5.77,1.06,FALSE,FALSE,FALSE
"366",0.52,2.74006108562097,5.76,1.05,FALSE,FALSE,FALSE
"367",0.53,2.74803278922757,5.75,1.04,FALSE,FALSE,FALSE
"368",0.54,2.75572969184527,5.74,1.03,FALSE,FALSE,FALSE
"369",0.55,2.76315102379021,5.73,1.02,FALSE,FALSE,FALSE
"370",0.56,2.7702960429354,5.72,1.01,FALSE,FALSE,FALSE
"371",0.57,2.77716403478486,5.71,1,FALSE,FALSE,FALSE
"372",0.58,2.78375431254514,5.7,0.99,FALSE,FALSE,FALSE
"373",0.59,2.79006621719395,5.69,0.98,FALSE,FALSE,FALSE
"374",0.6,2.79609911754609,5.68,0.97,FALSE,FALSE,FALSE
"375",0.61,2.80185241031656,5.67,0.96,FALSE,FALSE,FALSE
"376",0.62,2.80732552018086,5.66,0.95,FALSE,FALSE,FALSE
"377",0.63,2.81251789983257,5.65,0.94,FALSE,FALSE,FALSE
"378",0.64,2.81742903003805,5.64,0.93,FALSE,FALSE,FALSE
"379",0.65,2.82205841968838,5.63,0.92,FALSE,FALSE,FALSE
"380",0.66,2.82640560584845,5.62,0.91,FALSE,FALSE,FALSE
"381",0.67,2.83047015380327,5.61,0.9,FALSE,FALSE,FALSE
"382",0.68,2.83425165710142,5.6,0.89,FALSE,FALSE,FALSE
"383",0.69,2.83774973759573,5.59,0.88,FALSE,FALSE,FALSE
"384",0.7,2.84096404548107,5.58,0.87,FALSE,FALSE,FALSE
"385",0.71,2.84389425932931,5.57,0.86,FALSE,FALSE,FALSE
"386",0.72,2.84654008612153,5.56,0.85,FALSE,FALSE,FALSE
"387",0.73,2.84890126127725,5.55,0.84,FALSE,FALSE,FALSE
"388",0.74,2.85097754868091,5.54,0.83,FALSE,FALSE,FALSE
"389",0.75,2.85276874070552,5.53,0.82,FALSE,FALSE,FALSE
"390",0.76,2.85427465823335,5.52,0.81,FALSE,FALSE,FALSE
"391",0.77,2.85549515067391,5.51,0.8,FALSE,FALSE,FALSE
"392",0.78,2.85643009597898,5.5,0.79,FALSE,FALSE,FALSE
"393",0.79,2.8570794006548,5.49,0.78,FALSE,FALSE,FALSE
"394",0.8,2.85744299977145,5.48,0.77,FALSE,FALSE,FALSE
"395",0.81,2.85752085696931,5.47,0.76,FALSE,FALSE,FALSE
"396",0.82,2.85731296446274,5.46,0.75,FALSE,FALSE,FALSE
"397",0.83,2.8568193430408,5.45,0.74,FALSE,FALSE,FALSE
"398",0.84,2.85604004206524,5.44,0.73,FALSE,FALSE,FALSE
"399",0.85,2.85497513946549,5.43,0.72,FALSE,FALSE,FALSE
"400",0.86,2.85362474173094,5.42,0.71,FALSE,FALSE,FALSE
"401",0.87,2.85198898390023,5.41,0.7,FALSE,FALSE,FALSE
"402",0.88,2.85006802954777,5.4,0.69,FALSE,FALSE,FALSE
"403",0.890000000000001,2.84786207076741,5.39,0.679999999999999,FALSE,FALSE,FALSE
"404",0.9,2.84537132815319,5.38,0.67,FALSE,FALSE,FALSE
"405",0.91,2.84259605077728,5.37,0.66,FALSE,FALSE,FALSE
"406",0.92,2.83953651616512,5.36,0.65,FALSE,FALSE,FALSE
"407",0.930000000000001,2.83619303026761,5.35,0.639999999999999,FALSE,FALSE,FALSE
"408",0.94,2.83256592743057,5.34,0.63,FALSE,FALSE,FALSE
"409",0.95,2.82865557036124,5.33,0.62,FALSE,FALSE,FALSE
"410",0.96,2.82446235009208,5.32,0.61,FALSE,FALSE,FALSE
"411",0.97,2.81998668594163,5.31,0.6,FALSE,FALSE,FALSE
"412",0.98,2.81522902547256,5.3,0.59,FALSE,FALSE,FALSE
"413",0.99,2.81018984444696,5.29,0.58,FALSE,FALSE,FALSE
"414",1,2.80486964677873,5.28,0.57,FALSE,FALSE,FALSE
"415",1.01,2.79926896448321,5.27,0.56,FALSE,FALSE,FALSE
"416",1.02,2.79338835762396,5.26,0.55,FALSE,FALSE,FALSE
"417",1.03,2.78722841425676,5.25,0.54,FALSE,FALSE,FALSE
"418",1.04,2.78078975037082,5.24,0.53,FALSE,FALSE,FALSE
"419",1.05,2.77407300982715,5.23,0.52,FALSE,FALSE,FALSE
"420",1.06,2.76707886429423,5.22,0.51,FALSE,FALSE,FALSE
"421",1.07,2.75980801318076,5.21,0.5,FALSE,FALSE,FALSE
"422",1.08,2.75226118356581,5.2,0.49,FALSE,FALSE,FALSE
"423",1.09,2.74443913012605,5.19,0.48,FALSE,FALSE,FALSE
"424",1.1,2.7363426350603,5.18,0.47,FALSE,FALSE,FALSE
"425",1.11,2.72797250801132,5.17,0.46,FALSE,FALSE,FALSE
"426",1.12,2.71932958598484,5.16,0.45,FALSE,FALSE,FALSE
"427",1.13,2.71041473326587,5.15,0.44,FALSE,FALSE,FALSE
"428",1.14,2.70122884133224,5.14,0.429999999999999,FALSE,FALSE,FALSE
"429",1.15,2.69177282876549,5.13,0.42,FALSE,FALSE,FALSE
"430",1.16,2.68204764115901,5.12,0.41,FALSE,FALSE,FALSE
"431",1.17,2.67205425102344,5.11,0.4,FALSE,FALSE,FALSE
"432",1.18,2.66179365768947,5.1,0.389999999999999,FALSE,FALSE,FALSE
"433",1.19,2.65126688720788,5.09,0.38,FALSE,FALSE,FALSE
"434",1.2,2.64047499224696,5.08,0.37,FALSE,FALSE,FALSE
"435",1.21,2.6294190519872,5.07,0.36,FALSE,FALSE,FALSE
"436",1.22,2.61810017201342,5.06,0.349999999999999,FALSE,FALSE,FALSE
"437",1.23,2.60651948420418,5.05,0.34,FALSE,FALSE,FALSE
"438",1.24,2.59467814661861,5.04,0.33,FALSE,FALSE,FALSE
"439",1.25,2.58257734338061,5.03,0.32,FALSE,FALSE,FALSE
"440",1.26,2.5702182845604,5.02,0.31,FALSE,FALSE,FALSE
"441",1.27,2.55760220605359,5.01,0.3,FALSE,FALSE,FALSE
"442",1.28,2.54473036945749,5,0.29,FALSE,FALSE,FALSE
"443",1.29,2.53160406194505,4.99,0.28,FALSE,FALSE,FALSE
"444",1.3,2.51822459613608,4.98,0.27,FALSE,FALSE,FALSE
"445",1.31,2.50459330996601,4.97,0.26,FALSE,FALSE,FALSE
"446",1.32,2.4907115665521,4.96,0.25,FALSE,FALSE,FALSE
"447",1.33,2.47658075405711,4.95,0.24,FALSE,FALSE,FALSE
"448",1.34,2.46220228555054,4.94,0.23,FALSE,FALSE,FALSE
"449",1.35,2.44757759886723,4.93,0.22,FALSE,FALSE,FALSE
"450",1.36,2.43270815646368,4.92,0.21,FALSE,FALSE,FALSE
"451",1.37,2.41759544527173,4.91,0.2,FALSE,FALSE,FALSE
"452",1.38,2.40224097654992,4.9,0.19,FALSE,FALSE,FALSE
"453",1.39,2.3866462857323,4.89,0.179999999999999,FALSE,FALSE,FALSE
"454",1.4,2.37081293227499,4.88,0.17,FALSE,FALSE,FALSE
"455",1.41,2.35474249950011,4.87,0.16,FALSE,FALSE,FALSE
"456",1.42,2.33843659443756,4.86,0.15,FALSE,FALSE,FALSE
"457",1.43,2.32189684766426,4.85,0.139999999999999,FALSE,FALSE,FALSE
"458",1.44,2.3051249131411,4.84,0.13,FALSE,FALSE,FALSE
"459",1.45,2.28812246804756,4.83,0.12,FALSE,FALSE,FALSE
"460",1.46,2.27089121261398,4.82,0.11,FALSE,FALSE,FALSE
"461",1.47,2.25343286995153,4.81,0.0999999999999994,FALSE,FALSE,FALSE
"462",1.48,2.23574918587995,4.8,0.0899999999999996,FALSE,FALSE,FALSE
"463",1.49,2.2178419287529,4.79,0.0799999999999998,FALSE,FALSE,FALSE
"464",1.5,2.19971288928116,4.78,0.0700000000000001,FALSE,FALSE,FALSE
"465",1.51,2.18136388035359,4.77,0.0600000000000003,FALSE,FALSE,FALSE
"466",1.52,2.16279673685578,4.76,0.0499999999999996,FALSE,FALSE,FALSE
"467",1.53,2.1440133154866,4.75,0.0399999999999998,FALSE,FALSE,FALSE
"468",1.54,2.12501549457255,4.74,0.03,FALSE,FALSE,FALSE
"469",1.55,2.10580517387989,4.73,0.0200000000000002,FALSE,FALSE,FALSE
"470",1.56,2.08638427442466,4.72,0.00999999999999956,FALSE,FALSE,FALSE
"471",1.57,2.06675473828065,4.71,2.22044604925031e-16,FALSE,TRUE,TRUE
"472",1.58,2.04691852838509,4.7,0.01,FALSE,FALSE,FALSE
"473",1.59,2.02687762834246,4.69,0.0199999999999998,FALSE,FALSE,FALSE
"474",1.6,2.00663404222605,4.68,0.0300000000000005,FALSE,FALSE,FALSE
"475",1.61,1.9861897943776,4.67,0.0400000000000003,FALSE,FALSE,FALSE
"476",1.62,1.96554692920488,4.66,0.05,FALSE,FALSE,FALSE
"477",1.63,1.94470751097718,4.65,0.0599999999999998,FALSE,FALSE,FALSE
"478",1.64,1.92367362361897,4.64,0.0700000000000005,FALSE,FALSE,FALSE
"479",1.65,1.90244737050145,4.63,0.0800000000000003,FALSE,FALSE,FALSE
"480",1.66,1.88103087423225,4.62,0.0900000000000001,FALSE,FALSE,FALSE
"481",1.67,1.86837372046803,4.61,0.0999999999999999,FALSE,FALSE,FALSE
"482",1.68,1.8610622827428,4.6,0.110000000000001,FALSE,FALSE,FALSE
"483",1.69,1.85356474034017,4.59,0.12,FALSE,FALSE,FALSE
"484",1.7,1.84588184300815,4.58,0.13,FALSE,FALSE,FALSE
"485",1.71,1.83801435903005,4.57,0.14,FALSE,FALSE,FALSE
"486",1.72,1.82996307514772,4.56,0.150000000000001,FALSE,FALSE,FALSE
"487",1.73,1.82172879648284,4.55,0.16,FALSE,FALSE,FALSE
"488",1.74,1.81331234645641,4.54,0.17,FALSE,FALSE,FALSE
"489",1.75,1.80471456670643,4.53,0.18,FALSE,FALSE,FALSE
"490",1.76,1.80441637419525,4.52,0.19,FALSE,FALSE,FALSE
"491",1.77,1.82695092697193,4.51,0.2,FALSE,FALSE,FALSE
"492",1.78,1.84930278617837,4.5,0.21,FALSE,FALSE,FALSE
"493",1.79,1.87146971664727,4.49,0.22,FALSE,FALSE,FALSE
"494",1.8,1.89344950170406,4.48,0.23,FALSE,FALSE,FALSE
"495",1.81,1.91523994338855,4.47,0.24,FALSE,FALSE,FALSE
"496",1.82,1.93683886267473,4.46,0.25,FALSE,FALSE,FALSE
"497",1.83,1.95824409968867,4.45,0.26,FALSE,FALSE,FALSE
"498",1.84,1.9794535139245,4.44,0.27,FALSE,FALSE,FALSE
"499",1.85,2.00046498445848,4.43,0.28,FALSE,FALSE,FALSE
"500",1.86,2.02127641016106,4.42,0.29,FALSE,FALSE,FALSE
"501",1.87,2.04188570990702,4.41,0.3,FALSE,FALSE,FALSE
"502",1.88,2.06229082278355,4.4,0.31,FALSE,FALSE,FALSE
"503",1.89,2.08248970829638,4.39,0.320000000000001,FALSE,FALSE,FALSE
"504",1.9,2.10248034657377,4.38,0.33,FALSE,FALSE,FALSE
"505",1.91,2.12226073856857,4.37,0.34,FALSE,FALSE,FALSE
"506",1.92,2.14182890625806,4.36,0.35,FALSE,FALSE,FALSE
"507",1.93,2.16118289284177,4.35,0.360000000000001,FALSE,FALSE,FALSE
"508",1.94,2.18032076293718,4.34,0.37,FALSE,FALSE,FALSE
"509",1.95,2.19924060277323,4.33,0.38,FALSE,FALSE,FALSE
"510",1.96,2.21794052038169,4.32,0.39,FALSE,FALSE,FALSE
"511",1.97,2.23641864578639,4.31,0.400000000000001,FALSE,FALSE,FALSE
"512",1.98,2.25467313119019,4.3,0.41,FALSE,FALSE,FALSE
"513",1.99,2.27270215115975,4.29,0.42,FALSE,FALSE,FALSE
"514",2,2.29050390280812,4.28,0.43,FALSE,FALSE,FALSE
"515",2.01,2.30807660597494,4.27,0.44,FALSE,FALSE,FALSE
"516",2.02,2.32541850340457,4.26,0.45,FALSE,FALSE,FALSE
"517",2.03,2.34252786092169,4.25,0.46,FALSE,FALSE,FALSE
"518",2.04,2.35940296760482,4.24,0.47,FALSE,FALSE,FALSE
"519",2.05,2.37604213595736,4.23,0.48,FALSE,FALSE,FALSE
"520",2.06,2.39244370207632,4.22,0.49,FALSE,FALSE,FALSE
"521",2.07,2.40860602581878,4.21,0.5,FALSE,FALSE,FALSE
"522",2.08,2.42452749096582,4.2,0.51,FALSE,FALSE,FALSE
"523",2.09,2.44020650538419,4.19,0.52,FALSE,FALSE,FALSE
"524",2.1,2.45564150118553,4.18,0.53,FALSE,FALSE,FALSE
"525",2.11,2.47083093488311,4.17,0.54,FALSE,FALSE,FALSE
"526",2.12,2.48577328754621,4.16,0.55,FALSE,FALSE,FALSE
"527",2.13,2.50046706495204,4.15,0.56,FALSE,FALSE,FALSE
"528",2.14,2.51491079773508,4.14,0.570000000000001,FALSE,FALSE,FALSE
"529",2.15,2.52910304153411,4.13,0.58,FALSE,FALSE,FALSE
"530",2.16,2.54304237713656,4.12,0.59,FALSE,FALSE,FALSE
"531",2.17,2.55672741062049,4.11,0.6,FALSE,FALSE,FALSE
"532",2.18,2.57015677349395,4.1,0.610000000000001,FALSE,FALSE,FALSE
"533",2.19,2.58332912283186,4.09,0.62,FALSE,FALSE,FALSE
"534",2.2,2.59624314141025,4.08,0.63,FALSE,FALSE,FALSE
"535",2.21,2.60889753783803,4.07,0.64,FALSE,FALSE,FALSE
"536",2.22,2.6212910466861,4.06,0.650000000000001,FALSE,FALSE,FALSE
"537",2.23,2.63342242861391,4.05,0.66,FALSE,FALSE,FALSE
"538",2.24,2.64529047049336,4.04,0.67,FALSE,FALSE,FALSE
"539",2.25,2.65689398553016,4.03,0.68,FALSE,FALSE,FALSE
"540",2.26,2.66823181338249,4.02,0.69,FALSE,FALSE,FALSE
"541",2.27,2.67930282027699,4.01,0.7,FALSE,FALSE,FALSE
"542",2.28,2.69010589912221,4,0.71,FALSE,FALSE,FALSE
"543",2.29,2.70063996961927,3.99,0.72,FALSE,FALSE,FALSE
"544",2.3,2.71090397836989,3.98,0.73,FALSE,FALSE,FALSE
"545",2.31,2.72089689898175,3.97,0.74,FALSE,FALSE,FALSE
"546",2.32,2.73061773217112,3.96,0.75,FALSE,FALSE,FALSE
"547",2.33,2.74006550586278,3.95,0.76,FALSE,FALSE,FALSE
"548",2.34,2.74923927528724,3.94,0.77,FALSE,FALSE,FALSE
"549",2.35,2.75813812307519,3.93,0.78,FALSE,FALSE,FALSE
"550",2.36,2.76676115934927,3.92,0.79,FALSE,FALSE,FALSE
"551",2.37,2.77510752181305,3.91,0.8,FALSE,FALSE,FALSE
"552",2.38,2.78317637583722,3.9,0.81,FALSE,FALSE,FALSE
"553",2.39,2.79096691454312,3.89,0.820000000000001,FALSE,FALSE,FALSE
"554",2.4,2.79847835888337,3.88,0.83,FALSE,FALSE,FALSE
"555",2.41,2.80570995771978,3.87,0.84,FALSE,FALSE,FALSE
"556",2.42,2.8126609878985,3.86,0.85,FALSE,FALSE,FALSE
"557",2.43,2.81933075432231,3.85,0.860000000000001,FALSE,FALSE,FALSE
"558",2.44,2.82571859002012,3.84,0.87,FALSE,FALSE,FALSE
"559",2.45,2.83182385621369,3.83,0.88,FALSE,FALSE,FALSE
"560",2.46,2.83764594238148,3.82,0.89,FALSE,FALSE,FALSE
"561",2.47,2.84318426631974,3.81,0.900000000000001,FALSE,FALSE,FALSE
"562",2.48,2.84843827420067,3.8,0.91,FALSE,FALSE,FALSE
"563",2.49,2.85340744062787,3.79,0.92,FALSE,FALSE,FALSE
"564",2.5,2.85809126868884,3.78,0.93,FALSE,FALSE,FALSE
"565",2.51,2.86248929000468,3.77,0.94,FALSE,FALSE,FALSE
"566",2.52,2.86660106477691,3.76,0.95,FALSE,FALSE,FALSE
"567",2.53,2.8704261818315,3.75,0.96,FALSE,FALSE,FALSE
"568",2.54,2.87396425865991,3.74,0.97,FALSE,FALSE,FALSE
"569",2.55,2.87721494145742,3.73,0.98,FALSE,FALSE,FALSE
"570",2.56,2.88017790515846,3.72,0.99,FALSE,FALSE,FALSE
"571",2.57,2.88285285346912,3.71,1,FALSE,FALSE,FALSE
"572",2.58,2.8852395188968,3.7,1.01,FALSE,FALSE,FALSE
"573",2.59,2.88733766277696,3.69,1.02,FALSE,FALSE,FALSE
"574",2.6,2.88914707529694,3.68,1.03,FALSE,FALSE,FALSE
"575",2.61,2.890667575517,3.67,1.04,FALSE,FALSE,FALSE
"576",2.62,2.8918990113884,3.66,1.05,FALSE,FALSE,FALSE
"577",2.63,2.89284125976856,3.65,1.06,FALSE,FALSE,FALSE
"578",2.64,2.89349422643345,3.64,1.07,FALSE,FALSE,FALSE
"579",2.65,2.89385784608692,3.63,1.08,FALSE,FALSE,FALSE
"580",2.66,2.89393208236733,3.62,1.09,FALSE,FALSE,FALSE
"581",2.67,2.8937169278511,3.61,1.1,FALSE,FALSE,FALSE
"582",2.68,2.89321240405351,3.6,1.11,FALSE,FALSE,FALSE
"583",2.69,2.89241856142651,3.59,1.12,FALSE,FALSE,FALSE
"584",2.7,2.89133547935372,3.58,1.13,FALSE,FALSE,FALSE
"585",2.71,2.88996326614243,3.57,1.14,FALSE,FALSE,FALSE
"586",2.72,2.88830205901281,3.56,1.15,FALSE,FALSE,FALSE
"587",2.73,2.88635202408421,3.55,1.16,FALSE,FALSE,FALSE
"588",2.74,2.88411335635848,3.54,1.17,FALSE,FALSE,FALSE
"589",2.75,2.88158627970054,3.53,1.18,FALSE,FALSE,FALSE
"590",2.76,2.87877104681594,3.52,1.19,FALSE,FALSE,FALSE
"591",2.77,2.87566793922563,3.51,1.2,FALSE,FALSE,FALSE
"592",2.78,2.87227726723778,3.5,1.21,FALSE,FALSE,FALSE
"593",2.79,2.86859936991676,3.49,1.22,FALSE,FALSE,FALSE
"594",2.8,2.86463461504924,3.48,1.23,FALSE,FALSE,FALSE
"595",2.81,2.8603833991074,3.47,1.24,FALSE,FALSE,FALSE
"596",2.82,2.85584614720929,3.46,1.25,FALSE,FALSE,FALSE
"597",2.83,2.85102331307633,3.45,1.26,FALSE,FALSE,FALSE
"598",2.84,2.84591537898791,3.44,1.27,FALSE,FALSE,FALSE
"599",2.85,2.84052285573318,3.43,1.28,FALSE,FALSE,FALSE
"600",2.86,2.83484628255996,3.42,1.29,FALSE,FALSE,FALSE
"601",2.87,2.82888622712086,3.41,1.3,FALSE,FALSE,FALSE
"602",2.88,2.82264328541644,3.4,1.31,FALSE,FALSE,FALSE
"603",2.89,2.81611808173567,3.39,1.32,FALSE,FALSE,FALSE
"604",2.9,2.80931126859349,3.38,1.33,FALSE,FALSE,FALSE
"605",2.91,2.80222352666553,3.37,1.34,FALSE,FALSE,FALSE
"606",2.92,2.79485556472009,3.36,1.35,FALSE,FALSE,FALSE
"607",2.93,2.78720811954721,3.35,1.36,FALSE,FALSE,FALSE
"608",2.94,2.77928195588504,3.34,1.37,FALSE,FALSE,FALSE
"609",2.95,2.77107786634335,3.33,1.38,FALSE,FALSE,FALSE
"610",2.96,2.76259667132424,3.32,1.39,FALSE,FALSE,FALSE
"611",2.97,2.75383921894016,3.31,1.4,FALSE,FALSE,FALSE
"612",2.98,2.74480638492904,3.3,1.41,FALSE,FALSE,FALSE
"613",2.99,2.73549907256676,3.29,1.42,FALSE,FALSE,FALSE
"614",3,2.7259182125768,3.28,1.43,FALSE,FALSE,FALSE
"615",3.01,2.71606476303717,3.27,1.44,FALSE,FALSE,FALSE
"616",3.02,2.70593970928462,3.26,1.45,FALSE,FALSE,FALSE
"617",3.03,2.69554406381608,3.25,1.46,FALSE,FALSE,FALSE
"618",3.04,2.68487886618744,3.24,1.47,FALSE,FALSE,FALSE
"619",3.05,2.67394518290957,3.23,1.48,FALSE,FALSE,FALSE
"620",3.06,2.66274410734169,3.22,1.49,FALSE,FALSE,FALSE
"621",3.07,2.65127675958202,3.21,1.5,FALSE,FALSE,FALSE
"622",3.08,2.63954428635579,3.2,1.51,FALSE,FALSE,FALSE
"623",3.09,2.62754786090053,3.19,1.52,FALSE,FALSE,FALSE
"624",3.1,2.6152886828488,3.18,1.53,FALSE,FALSE,FALSE
"625",3.11,2.60276797810818,3.17,1.54,FALSE,FALSE,FALSE
"626",3.12,2.58998699873872,3.16,1.55,FALSE,FALSE,FALSE
"627",3.13,2.5769470228277,3.15,1.56,TRUE,FALSE,TRUE
